date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations,share_doses_used,total_boosters
2020-12-20,United States,556208.0,,,,,,
2020-12-21,United States,614117.0,,,,57909.0,,
2020-12-22,United States,,,,,127432.0,,
2020-12-23,United States,1008025.0,,,,150606.0,,
2020-12-24,United States,,,,,191001.0,,
2020-12-25,United States,,,,,215238.0,,
2020-12-26,United States,1944585.0,,,,231396.0,,
2020-12-27,United States,,,,,211379.0,,
2020-12-28,United States,2127143.0,,,,216147.0,,
2020-12-29,United States,,,,,235685.0,,
2020-12-30,United States,2794588.0,,,,255223.0,,
2020-12-31,United States,,,,,278776.0,,
2021-01-01,United States,,,,,302329.0,,
2021-01-02,United States,4225756.0,,,,325882.0,,
2021-01-03,United States,,,,,336949.0,,
2021-01-04,United States,4563260.0,,,,348017.0,,
2021-01-05,United States,4836469.0,,,,339372.0,,
2021-01-06,United States,5306797.0,,,,358887.0,,
2021-01-07,United States,5919418.0,,,,378253.0,,
2021-01-08,United States,6688231.0,,,,419933.0,,
2021-01-09,United States,,,,,461263.0,,
2021-01-10,United States,,,,,546636.0,,
2021-01-11,United States,8987322.0,,,,632009.0,,
2021-01-12,New Mexico,78235.0,177075.0,43344.0,11335.0,,0.442,
2021-01-12,Colorado,224428.0,516750.0,187838.0,36425.0,,0.434,
2021-01-12,Dept of Defense,139439.0,376150.0,131056.0,8383.0,,0.371,
2021-01-12,Washington,195567.0,567725.0,162105.0,17689.0,,0.344,
2021-01-12,South Carolina,81075.0,315950.0,77042.0,3954.0,,0.257,
2021-01-12,Nevada,61653.0,207150.0,31320.0,8761.0,,0.298,
2021-01-12,Connecticut,151395.0,250775.0,56350.0,4174.0,,0.604,
2021-01-12,New Hampshire,50613.0,122350.0,11615.0,5.0,,0.414,
2021-01-12,New Jersey,221045.0,654900.0,206737.0,14306.0,,0.33799999999999997,
2021-01-12,West Virginia,103330.0,160975.0,,,,0.642,
2021-01-12,Rhode Island,39568.0,80225.0,35385.0,4141.0,,0.493,
2021-01-12,California,816301.0,3286050.0,703540.0,100089.0,,0.248,
2021-01-12,Delaware,26410.0,88325.0,15911.0,2784.0,,0.299,
2021-01-12,Republic of Palau,416.0,6000.0,416.0,,,0.069,
2021-01-12,Alabama,78134.0,377025.0,70861.0,7270.0,,0.207,
2021-01-12,North Carolina,211610.0,836450.0,189213.0,19293.0,,0.253,
2021-01-12,Bureau of Prisons,14663.0,16050.0,5199.0,1077.0,,0.914,
2021-01-12,Wisconsin,137253.0,429500.0,125895.0,11343.0,,0.32,
2021-01-12,Arkansas,40879.0,274400.0,39357.0,8.0,,0.149,
2021-01-12,Nebraska,74439.0,177375.0,65924.0,8459.0,,0.42,
2021-01-12,North Dakota,39479.0,53525.0,33648.0,5815.0,,0.738,
2021-01-12,Puerto Rico,74559.0,277200.0,61486.0,7666.0,,0.26899999999999996,
2021-01-12,Northern Mariana Islands,3722.0,18650.0,1094.0,331.0,,0.2,
2021-01-12,Arizona,141355.0,563025.0,95141.0,8343.0,,0.251,
2021-01-12,Wyoming,16467.0,47800.0,13577.0,2116.0,,0.344,
2021-01-12,Ohio,311890.0,866050.0,311867.0,,,0.36,
2021-01-12,American Samoa,2124.0,10650.0,842.0,260.0,,0.19899999999999998,
2021-01-12,Pennsylvania,341948.0,974725.0,266288.0,10591.0,,0.35100000000000003,
2021-01-12,Oklahoma,157843.0,381375.0,109045.0,17463.0,,0.414,
2021-01-12,New York State,579532.0,1622100.0,543014.0,36422.0,,0.35700000000000004,
2021-01-12,District of Columbia,29812.0,62725.0,,,,0.475,
2021-01-12,Michigan,227685.0,768150.0,207786.0,19472.0,,0.29600000000000004,
2021-01-12,Federated States of Micronesia,424.0,9800.0,414.0,,,0.043,
2021-01-12,Utah,95225.0,256275.0,90613.0,4608.0,,0.37200000000000005,
2021-01-12,Kentucky,132114.0,329450.0,102517.0,6335.0,,0.401,
2021-01-12,Iowa,98691.0,208875.0,91969.0,6099.0,,0.47200000000000003,
2021-01-12,Indiana,191844.0,540475.0,114781.0,23546.0,,0.355,
2021-01-12,Long Term Care,951774.0,4385175.0,948869.0,2429.0,,0.217,
2021-01-12,Vermont,25757.0,64925.0,,,,0.397,
2021-01-12,Louisiana,142771.0,368300.0,117022.0,18314.0,,0.38799999999999996,
2021-01-12,Indian Health Svc,68387.0,224425.0,16105.0,236.0,,0.305,
2021-01-12,United States,9327138.0,27696150.0,7398897.0,782228.0,641524.0,0.337,
2021-01-12,Maine,54945.0,132975.0,38045.0,4518.0,,0.413,
2021-01-12,Illinois,347005.0,903100.0,284035.0,62757.0,,0.384,
2021-01-12,Marshall Islands,639.0,13600.0,623.0,1.0,,0.047,
2021-01-12,Idaho,35845.0,146750.0,31504.0,4308.0,,0.244,
2021-01-12,Veterans Health,226754.0,885950.0,207449.0,19301.0,,0.256,
2021-01-12,Texas,911461.0,1949125.0,809148.0,101317.0,,0.46799999999999997,
2021-01-12,Maryland,146231.0,552800.0,136576.0,6663.0,,0.265,
2021-01-12,Hawaii,33483.0,141750.0,,,,0.23600000000000002,
2021-01-12,Massachusetts,204082.0,476025.0,184984.0,19073.0,,0.429,
2021-01-12,Guam,3791.0,26500.0,401.0,,,0.14300000000000002,
2021-01-12,Alaska,35838.0,141600.0,22486.0,5400.0,,0.253,
2021-01-12,Virgin Islands,880.0,9175.0,,,,0.096,
2021-01-12,Georgia,170571.0,960975.0,85110.0,7746.0,,0.177,
2021-01-12,Tennessee,251257.0,485800.0,143735.0,17914.0,,0.517,
2021-01-12,Minnesota,162240.0,453200.0,152280.0,9798.0,,0.358,
2021-01-12,Florida,633440.0,1676300.0,586741.0,41725.0,,0.37799999999999995,
2021-01-12,Mississippi,54544.0,212050.0,45733.0,4832.0,,0.257,
2021-01-12,Virginia,190607.0,797150.0,,,,0.239,
2021-01-12,South Dakota,48698.0,83500.0,41322.0,7374.0,,0.583,
2021-01-12,Missouri,161784.0,485175.0,107939.0,22155.0,,0.33299999999999996,
2021-01-12,Montana,42083.0,78350.0,30887.0,5843.0,,0.537,
2021-01-12,Oregon,104610.0,321425.0,99594.0,4813.0,,0.325,
2021-01-12,Kansas,78268.0,193175.0,53988.0,9577.0,,0.405,
2021-01-13,Colorado,239665.0,530800.0,198227.0,41271.0,15237.0,0.452,
2021-01-13,Massachusetts,217443.0,656850.0,192619.0,24789.0,13361.0,0.331,
2021-01-13,California,891489.0,3435650.0,744545.0,133689.0,75188.0,0.259,
2021-01-13,Hawaii,36605.0,154150.0,,,3122.0,0.237,
2021-01-13,Virgin Islands,1195.0,9575.0,,,315.0,0.125,
2021-01-13,Georgia,198756.0,1003975.0,86105.0,8937.0,28185.0,0.198,
2021-01-13,Tennessee,264713.0,598000.0,150893.0,24026.0,13456.0,0.44299999999999995,
2021-01-13,Minnesota,165355.0,511200.0,154767.0,10426.0,3115.0,0.32299999999999995,
2021-01-13,New Jersey,,,,,21188.0,,
2021-01-13,Rhode Island,42028.0,82175.0,36489.0,5490.0,2460.0,0.511,
2021-01-13,Nevada,61653.0,207150.0,31320.0,8761.0,0.0,0.298,
2021-01-13,Nebraska,79699.0,199800.0,69113.0,10529.0,5260.0,0.39899999999999997,
2021-01-13,Arizona,154745.0,569525.0,104387.0,12392.0,13390.0,0.272,
2021-01-13,Oklahoma,172403.0,396975.0,118786.0,22278.0,14560.0,0.434,
2021-01-13,Pennsylvania,379944.0,1017475.0,285938.0,18051.0,37996.0,0.373,
2021-01-13,Federated States of Micronesia,565.0,9800.0,555.0,,141.0,0.057999999999999996,
2021-01-13,District of Columbia,33049.0,68325.0,1957.0,1275.0,3237.0,0.484,
2021-01-13,Iowa,,,,,6701.0,,
2021-01-13,Michigan,291519.0,772150.0,259119.0,31937.0,63834.0,0.37799999999999995,
2021-01-13,Maine,57248.0,136875.0,39157.0,5182.0,2303.0,0.418,
2021-01-13,American Samoa,2577.0,10650.0,1193.0,362.0,453.0,0.242,
2021-01-13,Kentucky,142436.0,329450.0,111449.0,7725.0,10322.0,0.43200000000000005,
2021-01-13,Oregon,115075.0,325325.0,107843.0,7014.0,10465.0,0.354,
2021-01-13,Long Term Care,1084177.0,4556575.0,1066689.0,16900.0,132403.0,0.23800000000000002,
2021-01-13,Puerto Rico,84432.0,305475.0,67475.0,11550.0,9873.0,0.276,
2021-01-13,Northern Mariana Islands,4141.0,18650.0,1141.0,703.0,419.0,0.222,
2021-01-13,Connecticut,161875.0,315025.0,58920.0,5268.0,10480.0,0.514,
2021-01-13,Indian Health Svc,74462.0,290900.0,17240.0,323.0,6075.0,0.256,
2021-01-13,Indiana,211334.0,579050.0,125763.0,32040.0,19490.0,0.365,
2021-01-13,Louisiana,156186.0,369475.0,127078.0,21634.0,13415.0,0.423,
2021-01-13,Wisconsin,137253.0,435900.0,125895.0,11343.0,0.0,0.315,
2021-01-13,Guam,3791.0,34300.0,401.0,,0.0,0.111,
2021-01-13,Illinois,365859.0,920225.0,291445.0,74186.0,18854.0,0.39799999999999996,
2021-01-13,Bureau of Prisons,15694.0,16050.0,5395.0,1077.0,1031.0,0.978,
2021-01-13,Vermont,29571.0,69800.0,,,3814.0,0.424,
2021-01-13,Marshall Islands,,,,,5.0,,
2021-01-13,New Mexico,81855.0,199525.0,45873.0,12426.0,3620.0,0.41,
2021-01-13,North Carolina,266938.0,852000.0,228686.0,35148.0,55328.0,0.313,
2021-01-13,United States,10278462.0,29380125.0,8015434.0,1020260.0,710238.0,0.35,
2021-01-13,Montana,44063.0,89550.0,31886.0,6823.0,1980.0,0.49200000000000005,
2021-01-13,Texas,978042.0,1984225.0,861072.0,115965.0,66581.0,0.493,
2021-01-13,Florida,705398.0,1680200.0,647330.0,52969.0,71958.0,0.42,
2021-01-13,Ohio,329318.0,957700.0,329295.0,,17428.0,0.344,
2021-01-13,Mississippi,61289.0,218825.0,51588.0,5722.0,6745.0,0.28,
2021-01-13,South Dakota,50712.0,88375.0,42789.0,7921.0,2014.0,0.574,
2021-01-13,Virginia,217836.0,845900.0,,,27229.0,0.258,
2021-01-13,Republic of Palau,725.0,6000.0,725.0,,309.0,0.121,
2021-01-13,Kansas,85650.0,261175.0,58477.0,12470.0,7382.0,0.32799999999999996,
2021-01-13,New York State,632473.0,1796850.0,587865.0,44512.0,52941.0,0.35200000000000004,
2021-01-13,Utah,104036.0,266025.0,98010.0,6021.0,8811.0,0.391,
2021-01-13,Alabama,84040.0,378975.0,74792.0,9245.0,5906.0,0.222,
2021-01-13,Missouri,161784.0,526425.0,107939.0,22155.0,0.0,0.307,
2021-01-13,Washington,208238.0,572600.0,169650.0,22625.0,12671.0,0.364,
2021-01-13,Dept of Defense,139993.0,415500.0,131610.0,8383.0,554.0,0.337,
2021-01-13,West Virginia,110709.0,160975.0,,,7379.0,0.688,
2021-01-13,Maryland,178056.0,561500.0,162350.0,12706.0,31825.0,0.317,
2021-01-13,New Hampshire,55218.0,124300.0,12722.0,9.0,4605.0,0.444,
2021-01-13,Wyoming,17794.0,57800.0,14406.0,2559.0,1327.0,0.308,
2021-01-13,Delaware,28413.0,91250.0,16647.0,4050.0,2003.0,0.311,
2021-01-13,Veterans Health,254377.0,941525.0,227886.0,26487.0,27623.0,0.27,
2021-01-13,South Carolina,99887.0,317450.0,87584.0,12213.0,18812.0,0.315,
2021-01-13,North Dakota,40728.0,66725.0,34317.0,6395.0,1249.0,0.61,
2021-01-13,Idaho,38872.0,158125.0,33176.0,5653.0,3027.0,0.24600000000000002,
2021-01-13,Alaska,38680.0,149475.0,24541.0,6166.0,2842.0,0.259,
2021-01-13,Arkansas,94854.0,297800.0,80458.0,12849.0,53975.0,0.319,
2021-01-14,Virgin Islands,1424.0,10750.0,1267.0,,272.0,0.132,
2021-01-14,Arkansas,108316.0,297800.0,90339.0,,33718.0,0.364,
2021-01-14,United States,11148991.0,30628175.0,9690757.0,,747082.0,0.364,
2021-01-14,Missouri,175314.0,528300.0,145521.0,,6765.0,0.332,
2021-01-14,District of Columbia,36679.0,68325.0,29927.0,,3434.0,0.537,
2021-01-14,Pennsylvania,410414.0,1065300.0,353821.0,,34233.0,0.385,
2021-01-14,Kentucky,155613.0,332375.0,145320.0,,11750.0,0.46799999999999997,
2021-01-14,Indian Health Svc,81726.0,291800.0,69313.0,,6670.0,0.28,
2021-01-14,Alabama,92300.0,435350.0,80480.0,,7083.0,0.212,
2021-01-14,Louisiana,175811.0,370175.0,149064.0,,16520.0,0.475,
2021-01-14,New Mexico,89415.0,204750.0,73428.0,,5590.0,0.43700000000000006,
2021-01-14,Oklahoma,187266.0,399900.0,160035.0,,14712.0,0.46799999999999997,
2021-01-14,Guam,3791.0,34300.0,3785.0,,0.0,0.111,
2021-01-14,Connecticut,171897.0,328675.0,156366.0,,10251.0,0.523,
2021-01-14,North Dakota,42774.0,68675.0,35293.0,,1648.0,0.623,
2021-01-14,Republic of Palau,766.0,6000.0,765.0,,175.0,0.128,
2021-01-14,Vermont,29571.0,69800.0,26603.0,,1907.0,0.424,
2021-01-14,South Dakota,54284.0,88375.0,44721.0,,2793.0,0.614,
2021-01-14,Maine,61129.0,136875.0,51631.0,,3092.0,0.447,
2021-01-14,Delaware,31090.0,91250.0,25649.0,,2340.0,0.341,
2021-01-14,Michigan,327235.0,773650.0,286349.0,,49775.0,0.423,
2021-01-14,New York State,688576.0,1872625.0,617596.0,,54522.0,0.368,
2021-01-14,New Jersey,263422.0,658800.0,235152.0,,21188.0,0.4,
2021-01-14,Tennessee,264713.0,656550.0,238943.0,,6728.0,0.40299999999999997,
2021-01-14,New Hampshire,58711.0,127225.0,53780.0,,4049.0,0.461,
2021-01-14,Rhode Island,44871.0,84125.0,38000.0,,2652.0,0.5329999999999999,
2021-01-14,Nebraska,84920.0,199800.0,72079.0,,5240.0,0.425,
2021-01-14,Dept of Defense,179724.0,464775.0,159851.0,,20142.0,0.387,
2021-01-14,Long Term Care,1225493.0,4715600.0,1195320.0,,136860.0,0.26,
2021-01-14,Minnesota,179684.0,516800.0,161507.0,,8722.0,0.348,
2021-01-14,Nevada,76844.0,210075.0,62370.0,,7596.0,0.366,
2021-01-14,North Carolina,268212.0,969700.0,233038.0,,28301.0,0.27699999999999997,
2021-01-14,Ohio,348424.0,967450.0,338961.0,,18267.0,0.36,
2021-01-14,Federated States of Micronesia,605.0,9800.0,604.0,,90.0,0.062,
2021-01-14,Montana,46620.0,98500.0,39103.0,,2268.0,0.473,
2021-01-14,Idaho,42586.0,160075.0,35179.0,,3370.0,0.266,
2021-01-14,South Carolina,115855.0,346150.0,96231.0,,17390.0,0.335,
2021-01-14,Veterans Health,284697.0,941925.0,252993.0,,28972.0,0.302,
2021-01-14,California,975293.0,3540175.0,801998.0,,79496.0,0.275,
2021-01-14,Alaska,42596.0,150450.0,35508.0,,3379.0,0.28300000000000003,
2021-01-14,Maryland,178056.0,564625.0,165318.0,,15912.0,0.315,
2021-01-14,Texas,1043624.0,2105600.0,917387.0,,66082.0,0.496,
2021-01-14,Wyoming,19776.0,58775.0,17310.0,,1654.0,0.336,
2021-01-14,Mississippi,71848.0,219800.0,64654.0,,8652.0,0.327,
2021-01-14,Virginia,217836.0,852725.0,192918.0,,13614.0,0.255,
2021-01-14,Utah,115384.0,267975.0,103833.0,,10080.0,0.431,
2021-01-14,West Virginia,118660.0,160975.0,99061.0,,7665.0,0.737,
2021-01-14,Washington,225238.0,655575.0,187450.0,,14836.0,0.344,
2021-01-14,Kansas,91565.0,263175.0,77590.0,,6648.0,0.348,
2021-01-14,Florida,774485.0,1970875.0,709002.0,,70522.0,0.39299999999999996,
2021-01-14,Georgia,231305.0,1010900.0,204301.0,,30367.0,0.22899999999999998,
2021-01-14,Arizona,173665.0,570625.0,157397.0,,16155.0,0.304,
2021-01-14,Hawaii,,,,,4149.0,,
2021-01-14,American Samoa,2971.0,10650.0,2409.0,,424.0,0.27899999999999997,
2021-01-14,Oregon,129796.0,335075.0,119980.0,,12593.0,0.387,
2021-01-14,Puerto Rico,94880.0,305475.0,80310.0,,10160.0,0.311,
2021-01-14,Northern Mariana Islands,4598.0,18650.0,3455.0,,438.0,0.247,
2021-01-14,Indiana,233488.0,630025.0,203889.0,,20822.0,0.371,
2021-01-14,Colorado,254706.0,531775.0,209300.0,,15139.0,0.479,
2021-01-14,Illinois,403666.0,958125.0,316876.0,,28330.0,0.42100000000000004,
2021-01-14,Bureau of Prisons,16118.0,16450.0,13997.0,,728.0,0.98,
2021-01-14,Marshall Islands,649.0,13600.0,623.0,,5.0,0.048,
2021-01-14,Wisconsin,149955.0,437900.0,135841.0,,6351.0,0.342,
2021-01-14,Massachusetts,233476.0,669225.0,204481.0,,14697.0,0.349,
2021-01-14,Iowa,112093.0,268025.0,100805.0,,6701.0,0.418,
2021-01-15,Iowa,120983.0,269000.0,108056.0,10742.0,7431.0,0.45,
2021-01-15,District of Columbia,39934.0,68325.0,31667.0,8250.0,3374.0,0.584,
2021-01-15,Oregon,146153.0,335075.0,133091.0,12795.0,13848.0,0.436,
2021-01-15,Vermont,32470.0,74000.0,28355.0,4100.0,2238.0,0.439,
2021-01-15,West Virginia,134207.0,205475.0,113034.0,21162.0,10292.0,0.653,
2021-01-15,Minnesota,198253.0,519600.0,170273.0,27799.0,12004.0,0.382,
2021-01-15,Mississippi,84328.0,233550.0,75885.0,8396.0,9928.0,0.361,
2021-01-15,Tennessee,303338.0,657550.0,264912.0,37800.0,17360.0,0.461,
2021-01-15,Alaska,49039.0,150450.0,39546.0,9406.0,4400.0,0.326,
2021-01-15,South Dakota,57103.0,93675.0,47389.0,9666.0,2802.0,0.61,
2021-01-15,Indiana,260310.0,642425.0,222599.0,37683.0,22822.0,0.405,
2021-01-15,Long Term Care,1384963.0,,,,144396.0,,
2021-01-15,Connecticut,185866.0,328775.0,166722.0,17162.0,11490.0,0.565,
2021-01-15,Florida,853081.0,2069175.0,776430.0,74776.0,73214.0,0.41200000000000003,
2021-01-15,Oklahoma,203410.0,424000.0,173162.0,28917.0,15189.0,0.48,
2021-01-15,New York State,757466.0,1884325.0,671311.0,73523.0,59311.0,0.402,
2021-01-15,Alabama,100567.0,444650.0,86956.0,13488.0,7478.0,0.226,
2021-01-15,Montana,49364.0,98500.0,41160.0,8193.0,2427.0,0.501,
2021-01-15,North Carolina,302824.0,999650.0,259859.0,42790.0,30405.0,0.303,
2021-01-15,Arkansas,118338.0,297800.0,97829.0,18781.0,25820.0,0.397,
2021-01-15,Pennsylvania,448151.0,1075350.0,380727.0,66941.0,35401.0,0.41700000000000004,
2021-01-15,Colorado,272233.0,531775.0,223761.0,47021.0,15935.0,0.512,
2021-01-15,Georgia,231305.0,1011200.0,204301.0,22324.0,20245.0,0.22899999999999998,
2021-01-15,Dept of Defense,201485.0,507975.0,179004.0,17946.0,20682.0,0.397,
2021-01-15,Rhode Island,47548.0,108425.0,39381.0,8156.0,2660.0,0.439,
2021-01-15,Louisiana,197967.0,370175.0,167193.0,30416.0,18399.0,0.535,
2021-01-15,Guam,3791.0,34300.0,3785.0,,0.0,0.111,
2021-01-15,New Mexico,99305.0,204750.0,80172.0,18711.0,7023.0,0.485,
2021-01-15,Kentucky,174748.0,337450.0,162733.0,10672.0,14211.0,0.518,
2021-01-15,Veterans Health,317771.0,994425.0,280461.0,36983.0,30339.0,0.32,
2021-01-15,Idaho,46636.0,160075.0,37646.0,8843.0,3597.0,0.29100000000000004,
2021-01-15,Nebraska,91195.0,211500.0,77734.0,13050.0,5585.0,0.431,
2021-01-15,American Samoa,3883.0,18450.0,3144.0,738.0,586.0,0.21,
2021-01-15,Federated States of Micronesia,694.0,9800.0,692.0,2.0,90.0,0.071,
2021-01-15,Ohio,375428.0,968250.0,361818.0,13552.0,21179.0,0.38799999999999996,
2021-01-15,Maine,61129.0,136875.0,51631.0,8274.0,2061.0,0.447,
2021-01-15,Puerto Rico,104137.0,311325.0,87512.0,16360.0,9859.0,0.33399999999999996,
2021-01-15,Arizona,197086.0,571725.0,176213.0,20837.0,18577.0,0.345,
2021-01-15,Missouri,190447.0,528800.0,153664.0,36525.0,9554.0,0.36,
2021-01-15,Illinois,437765.0,1011225.0,341518.0,91248.0,30253.0,0.433,
2021-01-15,Wisconsin,169803.0,437900.0,151387.0,17108.0,10850.0,0.38799999999999996,
2021-01-15,Bureau of Prisons,16685.0,16750.0,14565.0,2086.0,674.0,0.996,
2021-01-15,Marshall Islands,658.0,13600.0,632.0,2.0,6.0,0.048,
2021-01-15,Nevada,83674.0,211750.0,67679.0,15308.0,7340.0,0.395,
2021-01-15,Massachusetts,257175.0,669325.0,222109.0,34885.0,17698.0,0.384,
2021-01-15,Hawaii,46958.0,154150.0,39690.0,7268.0,4492.0,0.305,
2021-01-15,Northern Mariana Islands,4909.0,18650.0,3760.0,1146.0,396.0,0.263,
2021-01-15,Michigan,364182.0,773750.0,312415.0,48536.0,45499.0,0.47100000000000003,
2021-01-15,South Carolina,121836.0,350550.0,101722.0,19477.0,13587.0,0.348,
2021-01-15,California,1072959.0,3548575.0,865387.0,204374.0,85553.0,0.302,
2021-01-15,Delaware,31090.0,91250.0,25649.0,5354.0,1560.0,0.341,
2021-01-15,New Hampshire,62517.0,127225.0,56797.0,5700.0,3968.0,0.491,
2021-01-15,Wyoming,22745.0,58775.0,19931.0,2803.0,2093.0,0.387,
2021-01-15,Indian Health Svc,90245.0,292700.0,77309.0,12730.0,7286.0,0.308,
2021-01-15,Utah,128210.0,268175.0,114504.0,10534.0,10995.0,0.478,
2021-01-15,Texas,1160242.0,2105600.0,1003412.0,155660.0,82927.0,0.551,
2021-01-15,North Dakota,46410.0,68675.0,38506.0,7555.0,2310.0,0.6759999999999999,
2021-01-15,United States,12279180.0,31161075.0,10595866.0,1610524.0,798707.0,0.39399999999999996,
2021-01-15,Washington,242606.0,696175.0,200682.0,31581.0,15680.0,0.348,
2021-01-15,Maryland,194705.0,565125.0,178831.0,15830.0,16158.0,0.345,
2021-01-15,Virginia,244234.0,852725.0,214732.0,28164.0,17876.0,0.28600000000000003,
2021-01-15,New Jersey,317070.0,658800.0,278956.0,36741.0,32008.0,0.48100000000000004,
2021-01-15,Republic of Palau,1119.0,6000.0,1118.0,1.0,234.0,0.18600000000000003,
2021-01-15,Kansas,97779.0,263175.0,83293.0,13496.0,6504.0,0.37200000000000005,
2021-01-15,Virgin Islands,1631.0,11825.0,1474.0,157.0,250.0,0.138,
2021-01-16,Nevada,,,,,6703.0,,
2021-01-16,Arizona,,,,,18257.0,,
2021-01-16,Minnesota,,,,,12333.0,,
2021-01-16,Washington,,,,,16672.0,,
2021-01-16,Maryland,,,,,15424.0,,
2021-01-16,Alaska,,,,,4381.0,,
2021-01-16,Mississippi,,,,,9274.0,,
2021-01-16,Florida,,,,,75010.0,,
2021-01-16,Dept of Defense,,,,,18842.0,,
2021-01-16,Wyoming,,,,,1902.0,,
2021-01-16,Idaho,,,,,3781.0,,
2021-01-16,Veterans Health,,,,,28907.0,,
2021-01-16,California,,,,,88381.0,,
2021-01-16,South Carolina,,,,,14274.0,,
2021-01-16,Oklahoma,,,,,13809.0,,
2021-01-16,Texas,,,,,77429.0,,
2021-01-16,Ohio,,,,,21926.0,,
2021-01-16,Indiana,,,,,21765.0,,
2021-01-16,Massachusetts,,,,,17130.0,,
2021-01-16,Louisiana,,,,,17400.0,,
2021-01-16,Republic of Palau,,,,,225.0,,
2021-01-16,New Hampshire,,,,,3541.0,,
2021-01-16,New York State,,,,,59662.0,,
2021-01-16,Delaware,,,,,1887.0,,
2021-01-16,North Dakota,,,,,2370.0,,
2021-01-16,Arkansas,,,,,20865.0,,
2021-01-16,Pennsylvania,,,,,32567.0,,
2021-01-16,Indian Health Svc,,,,,6333.0,,
2021-01-16,United States,,,,,811670.0,,
2021-01-16,Tennessee,,,,,16050.0,,
2021-01-16,Michigan,,,,,41587.0,,
2021-01-16,Vermont,,,,,2185.0,,
2021-01-16,Hawaii,,,,,4431.0,,
2021-01-16,Maine,,,,,2349.0,,
2021-01-16,Guam,,,,,0.0,,
2021-01-16,New Mexico,,,,,7695.0,,
2021-01-16,District of Columbia,,,,,3159.0,,
2021-01-16,Long Term Care,,,,,130827.0,,
2021-01-16,Nebraska,,,,,4970.0,,
2021-01-16,American Samoa,,,,,494.0,,
2021-01-16,Puerto Rico,,,,,8982.0,,
2021-01-16,Alabama,,,,,7498.0,,
2021-01-16,Northern Mariana Islands,,,,,388.0,,
2021-01-16,Illinois,,,,,28158.0,,
2021-01-16,Colorado,,,,,15580.0,,
2021-01-16,Georgia,,,,,20248.0,,
2021-01-16,Marshall Islands,,,,,44.0,,
2021-01-16,Connecticut,,,,,11346.0,,
2021-01-16,Virginia,,,,,18573.0,,
2021-01-16,Virgin Islands,,,,,219.0,,
2021-01-16,Utah,,,,,10433.0,,
2021-01-16,Kentucky,,,,,13239.0,,
2021-01-16,South Dakota,,,,,2352.0,,
2021-01-16,Oregon,,,,,14809.0,,
2021-01-16,New Jersey,,,,,29199.0,,
2021-01-16,Iowa,,,,,7071.0,,
2021-01-16,Federated States of Micronesia,,,,,114.0,,
2021-01-16,North Carolina,,,,,28926.0,,
2021-01-16,Montana,,,,,2228.0,,
2021-01-16,Bureau of Prisons,,,,,564.0,,
2021-01-16,Missouri,,,,,10029.0,,
2021-01-16,West Virginia,,,,,8872.0,,
2021-01-16,Kansas,,,,,6169.0,,
2021-01-16,Rhode Island,,,,,2403.0,,
2021-01-16,Wisconsin,,,,,10868.0,,
2021-01-17,Oklahoma,,,,,12982.0,,
2021-01-17,Veterans Health,,,,,28047.0,,
2021-01-17,Georgia,,,,,20250.0,,
2021-01-17,Missouri,,,,,10313.0,,
2021-01-17,Colorado,,,,,15367.0,,
2021-01-17,Michigan,,,,,39240.0,,
2021-01-17,Louisiana,,,,,16802.0,,
2021-01-17,Nevada,,,,,6321.0,,
2021-01-17,Iowa,,,,,6856.0,,
2021-01-17,Federated States of Micronesia,,,,,128.0,,
2021-01-17,Idaho,,,,,3892.0,,
2021-01-17,Guam,,,,,0.0,,
2021-01-17,Minnesota,,,,,12531.0,,
2021-01-17,Ohio,,,,,22373.0,,
2021-01-17,Indiana,,,,,21131.0,,
2021-01-17,Republic of Palau,,,,,220.0,,
2021-01-17,Alaska,,,,,4369.0,,
2021-01-17,North Carolina,,,,,28038.0,,
2021-01-17,Maine,,,,,2522.0,,
2021-01-17,Arizona,,,,,18065.0,,
2021-01-17,South Dakota,,,,,2082.0,,
2021-01-17,Rhode Island,,,,,2249.0,,
2021-01-17,Northern Mariana Islands,,,,,384.0,,
2021-01-17,Tennessee,,,,,15264.0,,
2021-01-17,Pennsylvania,,,,,30867.0,,
2021-01-17,Illinois,,,,,26902.0,,
2021-01-17,Wisconsin,,,,,10880.0,,
2021-01-17,American Samoa,,,,,439.0,,
2021-01-17,Vermont,,,,,2154.0,,
2021-01-17,Bureau of Prisons,,,,,499.0,,
2021-01-17,Marshall Islands,,,,,66.0,,
2021-01-17,Nebraska,,,,,4601.0,,
2021-01-17,Kentucky,,,,,12656.0,,
2021-01-17,Connecticut,,,,,11260.0,,
2021-01-17,Arkansas,,,,,17892.0,,
2021-01-17,New Jersey,,,,,27513.0,,
2021-01-17,Massachusetts,,,,,16789.0,,
2021-01-17,Hawaii,,,,,4395.0,,
2021-01-17,New Mexico,,,,,8098.0,,
2021-01-17,California,,,,,90079.0,,
2021-01-17,Long Term Care,,,,,122686.0,,
2021-01-17,Oregon,,,,,15386.0,,
2021-01-17,Alabama,,,,,7509.0,,
2021-01-17,New York State,,,,,59872.0,,
2021-01-17,District of Columbia,,,,,3030.0,,
2021-01-17,South Carolina,,,,,14686.0,,
2021-01-17,Puerto Rico,,,,,8455.0,,
2021-01-17,United States,,,,,824632.0,,
2021-01-17,Maryland,,,,,14984.0,,
